"meta_id","post_id","meta_key","meta_value"
"63","49","_wp_attachment_metadata","a:6:{s:5:""width"";i:840;s:6:""height"";i:564;s:4:""file"";s:22:""2018/10/blog-img-9.jpg"";s:8:""filesize"";i:87610;s:5:""sizes"";a:6:{s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:22:""blog-img-9-300x300.jpg"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:21038;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:22:""blog-img-9-100x100.jpg"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:3737;}s:18:""woocommerce_single"";a:5:{s:4:""file"";s:22:""blog-img-9-600x403.jpg"";s:5:""width"";i:600;s:6:""height"";i:403;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:38144;}s:6:""medium"";a:5:{s:4:""file"";s:22:""blog-img-9-300x201.jpg"";s:5:""width"";i:300;s:6:""height"";i:201;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:12193;}s:9:""thumbnail"";a:5:{s:4:""file"";s:22:""blog-img-9-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6753;}s:12:""medium_large"";a:5:{s:4:""file"";s:22:""blog-img-9-768x516.jpg"";s:5:""width"";i:768;s:6:""height"";i:516;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:56124;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"66","50","_wp_attached_file","2018/10/blog-img-10.jpg"
"67","50","_wp_attachment_metadata","a:6:{s:5:""width"";i:840;s:6:""height"";i:564;s:4:""file"";s:23:""2018/10/blog-img-10.jpg"";s:8:""filesize"";i:83251;s:5:""sizes"";a:6:{s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:23:""blog-img-10-300x300.jpg"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:19894;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:23:""blog-img-10-100x100.jpg"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:3776;}s:18:""woocommerce_single"";a:5:{s:4:""file"";s:23:""blog-img-10-600x403.jpg"";s:5:""width"";i:600;s:6:""height"";i:403;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:38230;}s:6:""medium"";a:5:{s:4:""file"";s:23:""blog-img-10-300x201.jpg"";s:5:""width"";i:300;s:6:""height"";i:201;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:13295;}s:9:""thumbnail"";a:5:{s:4:""file"";s:23:""blog-img-10-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6861;}s:12:""medium_large"";a:5:{s:4:""file"";s:23:""blog-img-10-768x516.jpg"";s:5:""width"";i:768;s:6:""height"";i:516;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:55000;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"70","63","_wp_attached_file","2018/10/blog-img-11.jpg"
"71","63","_wp_attachment_metadata","a:6:{s:5:""width"";i:840;s:6:""height"";i:560;s:4:""file"";s:23:""2018/10/blog-img-11.jpg"";s:8:""filesize"";i:66190;s:5:""sizes"";a:6:{s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:23:""blog-img-11-300x300.jpg"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:15125;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:23:""blog-img-11-100x100.jpg"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:3201;}s:18:""woocommerce_single"";a:5:{s:4:""file"";s:23:""blog-img-11-600x400.jpg"";s:5:""width"";i:600;s:6:""height"";i:400;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:30259;}s:6:""medium"";a:5:{s:4:""file"";s:23:""blog-img-11-300x200.jpg"";s:5:""width"";i:300;s:6:""height"";i:200;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:10267;}s:9:""thumbnail"";a:5:{s:4:""file"";s:23:""blog-img-11-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:5388;}s:12:""medium_large"";a:5:{s:4:""file"";s:23:""blog-img-11-768x512.jpg"";s:5:""width"";i:768;s:6:""height"";i:512;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:43597;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"74","67","_wp_attached_file","2018/10/1-1.jpg"
"75","67","_wp_attachment_metadata","a:6:{s:5:""width"";i:1024;s:6:""height"";i:1313;s:4:""file"";s:15:""2018/10/1-1.jpg"";s:8:""filesize"";i:166892;s:5:""sizes"";a:7:{s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:15:""1-1-300x300.jpg"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:11097;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:15:""1-1-100x100.jpg"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:2804;}s:18:""woocommerce_single"";a:5:{s:4:""file"";s:15:""1-1-600x769.jpg"";s:5:""width"";i:600;s:6:""height"";i:769;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:33879;}s:6:""medium"";a:5:{s:4:""file"";s:15:""1-1-234x300.jpg"";s:5:""width"";i:234;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:8537;}s:5:""large"";a:5:{s:4:""file"";s:16:""1-1-799x1024.jpg"";s:5:""width"";i:799;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:52023;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""1-1-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:4448;}s:12:""medium_large"";a:5:{s:4:""file"";s:15:""1-1-768x985.jpg"";s:5:""width"";i:768;s:6:""height"";i:985;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:49821;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"76","67","_wxr_import_user_slug","woostify"
"77","67","_wxr_import_user_slug","woostify"
"78","67","_wxr_import_user_slug","woostify"
"79","67","_wxr_import_user_slug","admin"
"80","68","_wp_attached_file","2018/10/1-2.jpg"
"81","68","_wp_attachment_metadata","a:6:{s:5:""width"";i:1024;s:6:""height"";i:1313;s:4:""file"";s:15:""2018/10/1-2.jpg"";s:8:""filesize"";i:361296;s:5:""sizes"";a:7:{s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:15:""1-2-300x300.jpg"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:14497;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:15:""1-2-100x100.jpg"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:3477;}s:18:""woocommerce_single"";a:5:{s:4:""file"";s:15:""1-2-600x769.jpg"";s:5:""width"";i:600;s:6:""height"";i:769;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:48734;}s:6:""medium"";a:5:{s:4:""file"";s:15:""1-2-234x300.jpg"";s:5:""width"";i:234;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:11467;}s:5:""large"";a:5:{s:4:""file"";s:16:""1-2-799x1024.jpg"";s:5:""width"";i:799;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:83421;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""1-2-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:5671;}s:12:""medium_large"";a:5:{s:4:""file"";s:15:""1-2-768x985.jpg"";s:5:""width"";i:768;s:6:""height"";i:985;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:78902;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"82","68","_wxr_import_user_slug","woostify"
"83","68","_wxr_import_user_slug","woostify"
"84","68","_wxr_import_user_slug","woostify"
"85","68","_wxr_import_user_slug","admin"
"86","69","_wp_attached_file","2018/10/1-3.jpg"
"87","69","_wp_attachment_metadata","a:6:{s:5:""width"";i:1024;s:6:""height"";i:1313;s:4:""file"";s:15:""2018/10/1-3.jpg"";s:8:""filesize"";i:109156;s:5:""sizes"";a:7:{s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:15:""1-3-300x300.jpg"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:8238;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:15:""1-3-100x100.jpg"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:2384;}s:18:""woocommerce_single"";a:5:{s:4:""file"";s:15:""1-3-600x769.jpg"";s:5:""width"";i:600;s:6:""height"";i:769;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:23178;}s:6:""medium"";a:5:{s:4:""file"";s:15:""1-3-234x300.jpg"";s:5:""width"";i:234;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6236;}s:5:""large"";a:5:{s:4:""file"";s:16:""1-3-799x1024.jpg"";s:5:""width"";i:799;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:36243;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""1-3-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:3594;}s:12:""medium_large"";a:5:{s:4:""file"";s:15:""1-3-768x985.jpg"";s:5:""width"";i:768;s:6:""height"";i:985;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:34304;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"88","69","_wxr_import_user_slug","woostify"
"89","69","_wxr_import_user_slug","woostify"
"90","69","_wxr_import_user_slug","woostify"
"91","69","_wxr_import_user_slug","admin"
"92","70","_wp_attached_file","2018/10/2-1.jpg"
"93","70","_wp_attachment_metadata","a:6:{s:5:""width"";i:1024;s:6:""height"";i:1313;s:4:""file"";s:15:""2018/10/2-1.jpg"";s:8:""filesize"";i:259352;s:5:""sizes"";a:7:{s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:15:""2-1-300x300.jpg"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:15537;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:15:""2-1-100x100.jpg"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:3260;}s:18:""woocommerce_single"";a:5:{s:4:""file"";s:15:""2-1-600x769.jpg"";s:5:""width"";i:600;s:6:""height"";i:769;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:52288;}s:6:""medium"";a:5:{s:4:""file"";s:15:""2-1-234x300.jpg"";s:5:""width"";i:234;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:12271;}s:5:""large"";a:5:{s:4:""file"";s:16:""2-1-799x1024.jpg"";s:5:""width"";i:799;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:81579;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""2-1-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:5702;}s:12:""medium_large"";a:5:{s:4:""file"";s:15:""2-1-768x985.jpg"";s:5:""width"";i:768;s:6:""height"";i:985;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:77630;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"94","70","_wxr_import_user_slug","woostify"
"95","70","_wxr_import_user_slug","woostify"
"96","70","_wxr_import_user_slug","woostify"
"97","70","_wxr_import_user_slug","admin"
"98","71","_wp_attached_file","2018/10/2-2.jpg"
"99","71","_wp_attachment_metadata","a:6:{s:5:""width"";i:1024;s:6:""height"";i:1313;s:4:""file"";s:15:""2018/10/2-2.jpg"";s:8:""filesize"";i:125583;s:5:""sizes"";a:7:{s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:15:""2-2-300x300.jpg"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:9005;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:15:""2-2-100x100.jpg"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:2183;}s:18:""woocommerce_single"";a:5:{s:4:""file"";s:15:""2-2-600x769.jpg"";s:5:""width"";i:600;s:6:""height"";i:769;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:28617;}s:6:""medium"";a:5:{s:4:""file"";s:15:""2-2-234x300.jpg"";s:5:""width"";i:234;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6971;}s:5:""large"";a:5:{s:4:""file"";s:16:""2-2-799x1024.jpg"";s:5:""width"";i:799;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:44857;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""2-2-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:3475;}s:12:""medium_large"";a:5:{s:4:""file"";s:15:""2-2-768x985.jpg"";s:5:""width"";i:768;s:6:""height"";i:985;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:42333;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"100","71","_wxr_import_user_slug","woostify"
"101","71","_wxr_import_user_slug","woostify"
"102","71","_wxr_import_user_slug","woostify"
"103","71","_wxr_import_user_slug","admin"
"104","72","_wp_attached_file","2018/10/2-3.jpg"
"105","72","_wp_attachment_metadata","a:6:{s:5:""width"";i:1024;s:6:""height"";i:1313;s:4:""file"";s:15:""2018/10/2-3.jpg"";s:8:""filesize"";i:152717;s:5:""sizes"";a:7:{s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:15:""2-3-300x300.jpg"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:11606;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:15:""2-3-100x100.jpg"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:2436;}s:18:""woocommerce_single"";a:5:{s:4:""file"";s:15:""2-3-600x769.jpg"";s:5:""width"";i:600;s:6:""height"";i:769;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:34360;}s:6:""medium"";a:5:{s:4:""file"";s:15:""2-3-234x300.jpg"";s:5:""width"";i:234;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:8009;}s:5:""large"";a:5:{s:4:""file"";s:16:""2-3-799x1024.jpg"";s:5:""width"";i:799;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:53666;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""2-3-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:4178;}s:12:""medium_large"";a:5:{s:4:""file"";s:15:""2-3-768x985.jpg"";s:5:""width"";i:768;s:6:""height"";i:985;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:50551;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"106","72","_wxr_import_user_slug","woostify"
"107","72","_wxr_import_user_slug","woostify"
"108","72","_wxr_import_user_slug","woostify"
"109","72","_wxr_import_user_slug","admin"
"110","73","_wp_attached_file","2018/10/3-1.jpg"
"111","73","_wp_attachment_metadata","a:6:{s:5:""width"";i:1024;s:6:""height"";i:1313;s:4:""file"";s:15:""2018/10/3-1.jpg"";s:8:""filesize"";i:153754;s:5:""sizes"";a:7:{s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:15:""3-1-300x300.jpg"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6689;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:15:""3-1-100x100.jpg"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:1880;}s:18:""woocommerce_single"";a:5:{s:4:""file"";s:15:""3-1-600x769.jpg"";s:5:""width"";i:600;s:6:""height"";i:769;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:29303;}s:6:""medium"";a:5:{s:4:""file"";s:15:""3-1-234x300.jpg"";s:5:""width"";i:234;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:7137;}s:5:""large"";a:5:{s:4:""file"";s:16:""3-1-799x1024.jpg"";s:5:""width"";i:799;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:45512;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""3-1-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:2857;}s:12:""medium_large"";a:5:{s:4:""file"";s:15:""3-1-768x985.jpg"";s:5:""width"";i:768;s:6:""height"";i:985;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:43580;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"112","73","_wxr_import_user_slug","woostify"
"113","73","_wxr_import_user_slug","woostify"
"114","73","_wxr_import_user_slug","woostify"
"115","73","_wxr_import_user_slug","admin"
"116","74","_wp_attached_file","2018/10/3-2.jpg"
"117","74","_wp_attachment_metadata","a:6:{s:5:""width"";i:1024;s:6:""height"";i:1313;s:4:""file"";s:15:""2018/10/3-2.jpg"";s:8:""filesize"";i:96208;s:5:""sizes"";a:7:{s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:15:""3-2-300x300.jpg"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6168;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:15:""3-2-100x100.jpg"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:1675;}s:18:""woocommerce_single"";a:5:{s:4:""file"";s:15:""3-2-600x769.jpg"";s:5:""width"";i:600;s:6:""height"";i:769;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:23772;}s:6:""medium"";a:5:{s:4:""file"";s:15:""3-2-234x300.jpg"";s:5:""width"";i:234;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:5250;}s:5:""large"";a:5:{s:4:""file"";s:16:""3-2-799x1024.jpg"";s:5:""width"";i:799;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:37427;}s:9:""thumbnail"";a:5:{s:4:""file"";s:15:""3-2-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:2525;}s:12:""medium_large"";a:5:{s:4:""file"";s:15:""3-2-768x985.jpg"";s:5:""width"";i:768;s:6:""height"";i:985;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:35731;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"118","74","_wxr_import_user_slug","woostify"
"119","74","_wxr_import_user_slug","woostify"
"120","74","_wxr_import_user_slug","woostify"
"121","74","_wxr_import_user_slug","admin"
"122","75","_wp_attached_file","2018/10/3-3.jpg"
